Filename,Title,Source,Link,SHA-1,Date,Year
Equation_group_questions_and_answers,Equation Group: Questions And Answers,Kaspersky,https://app.box.com/s/reidof9i3qnjdq4t0k49o392g8r98tbt,41aa5bd1ed03d80650a89de3649d051f900b958b,02/16/2015,2015
Carbanak_APT_eng,Carbanak APT The Great Bank Robbery,Kaspersky,https://app.box.com/s/p7qzcury97tuwk26694uutujwqmwqyhe,99af231600ee8fd83b4b4fb057429e60cd9d21c4,02/16/2015,2015
The-Desert-Falcons-targeted-attacks,The Desert Falcons Targeted Attacks,Kaspersky,https://app.box.com/s/y45wyjrr4tnz2jlt93pk6giurxpg7ue7,0f4d8ba248dde47b514161014a57885aed084ce2,02/17/2015,2015
Elephantosis,Shooting Elephants,Netzpolitik,https://app.box.com/s/qog0dtpldhebhlasl12z3j82e0uv8t26,c8f384ae75119626032d4b42f34e883269dbf2a4,02/18/2015,2015
cto-tib-20150223-01a,Scanbox Ii,PWC,https://app.box.com/s/o83u5pekus9251w0cl5lo2m1k5u0u2vn,c73cbb8fa22e16920e3cbf51226f3fd8010d38bb,02/24/2015,2015
rpt-southeast-asia-threat-landscape,Southeast Asia: An Evolving Cyber Threat Landscape ,"FireEye, Singtel",https://app.box.com/s/h8kx7u7euolv1d6kjup0bxoujjikcbil,7c69db91f21ee20f7abcb4d95f21c4a17bfa6d17,02/25/2015,2015
plugx-goes-to-the-registry-and-india,Plugx Goes To The Registry (And India),Sophos,https://app.box.com/s/jfuf6eo3az72qrvh6ueke42ft9f23ztz,fc1d350810c19c94b1f3642fa08f50bf914ab821,02/25/2015,2015
Anthem_hack_all_roads_lead_to_China,The Anthem Hack: All Roads Lead To China,ThreatConnect,https://app.box.com/s/7rzfjpwud8blv668j1kxa7qmhcadn6pr,40559d68f1a3d25639408209de18d8ee395ae08a,02/27/2015,2015
Tibetan-Uprising-Day-Malware-Attacks_websitepdf,Tibetan Uprising Day Malware Attacks,Citizen Lab,https://app.box.com/s/43vz10qmcubl6d3cCVEzh2ahb9rbmyyj,d17fdf8935e094b2a34cde539abc85eec3533941,03/10/2015,2015
Inside_EquationDrug_Espionage_Platform,Inside The Equationdrug Espionage Platform,Kaspersky,https://app.box.com/s/vdy6lfmpvu6gzglsc3d7sade6tp9gi7e,a9a89dbd99ed439abcfced111affc69f9728fc7a,03/11/2015,2015
wp-operation-woolen-goldfish,Operation Woolen-Goldfish When Kittens Go Phishing,Trend Micro,https://app.box.com/s/pqe4y802utfswg27g3jeyaup46zje5b0,73a8169eff8f50cefe587c1097d67fb45e71a046,03/19/2015,2015
volatile-cedar-technical-report,Volatile Cedar Threat Intelligence And Research,Checkpoint,https://app.box.com/s/jgl1n5xvzu3kp7aoi3cd9r407kjfzjcc,7cd5b12fa38705e254296133991410754f1678ab,03/31/2015,2015
Novetta_winntianalysis(04-07-2015),WINNTI Analysis,Novetta,https://app.box.com/s/tv5rhy7awdq8ecfrugcrk1d4zcce3xnq,70ee75103d9fc301b7638712ba13c86014b8a0ad,04/07/2015,2015
RSA-IR-Case-Study(Apr-8-15),RSA Incident Response: An APT Case Study,RSA,https://app.box.com/s/tjoi82cp4iq6xx561qcu3xjr2rmfgmo1,f2755e9e4e380e2a8357916862e145965c6e7365,04/08/2015,2015
rpt-apt30,APT30 And The Mechanics Of A Long-Running Cyber Espionage Operation,FireEye,https://app.box.com/s/5jjomo7k001inllirt5lj83lu92ath7d,1b83984e2c9515c59885bc0078e3b1bed5d513b2,04/12/2015,2015
The Chronicles of the Hellsing APT_ the Empire Strikes Back - Securelist,The Chronicles Of The Hellsing APT: The Empire Strikes Back,Kaspersky,https://app.box.com/s/ob16ltqxv6urff6z1ore9i6t4308cxy6,3991aeb7aa51f81e0742f06b833b055aae662bf9,04/15/2015,2015
Indicators_of_Compormise_Hellsing,Hellsing Indicators Of Compromise,Kaspersky,https://app.box.com/s/ralrn76f32axakdv2fdl4kwtxqxvwee8,5b22b494cfe329c352948530cb19b6dc5067ca44,04/15/2015,2015
Operation RussianDoll,Operation Russiandoll: Adobe & Windows ZeroDay Exploits Likely leveraged By Russia's APT28,FireEye,https://app.box.com/s/oj4sr8vifeb03qe51newafin81tu8poy,3bd10169fc704a20a702c3fc61633d68843f195c,04/18/2015,2015
cto-tib-20150420-01a,"Sofacy II_ Same Sofacy, Different Day",PWC,https://app.box.com/s/dm3fbeb7hl95ilno014ftskoc1vi7n1r,417a791693f2554ee1ec94564467168ea58e2cfb,04/20/2015,2015
The CozyDuke APT - Securelist,The Cozyduke APT,Kaspersky,https://app.box.com/s/8vksggruwwqzg7a4y7xrsrysrje56pqn,46f4a7b1ec66e3aa1f6a93d64d9a4d3363621636,04/21/2015,2015
CozyDuke,Cozyduke,F-Secure,https://app.box.com/s/wig4z9nwq6wjxf3i4aslu9qro14pgsbe,7f0cdde2b33261a9a35446bb2cb51c310539fa50,04/22/2015,2015
OperationClandestineWolf,Operation Clandestine Wolf _ Adobe Flash Zero-Day In APT3 Phishing Campaign,FireEye,https://app.box.com/s/vxnua4o5c8u12xl4r7e5zkndpw65wz0m,da36e8623013f441bc3dd841e695ceb1f03db496,04/26/2015,2015
Attacks against Israeli & Palestinian interests - Cyber security updates,Attacks Against Israeli & Palestinian Interests,PWC,https://app.box.com/s/aaai5lu6q5wy0wp25m34oh383wmtg54m,2babeca1ce5aff70f24684cd80ed45ef43ec9a17,04/27/2015,2015
Ahnlab_Targeted-Attack-on-Frances-TV5Monde(May-5-15),Targeted Attack on France's TV5Monde,Ahnlab,https://app.box.com/s/ightjgw5rkaldfpfel7q9v6p3pcqhqat,b6aec94a79b7af64566cf734ef2a703c3d670e1c,05/05/2015,2015
Dissecting-the-Kraken,Dissecting The Kraken,Gdata,https://app.box.com/s/r5vy0kolgdxwwby2wjo523devdbt5leg,c478f5c474609cc5401648c0a55213f3a7137344,05/07/2015,2015
FSOFACY,APT28 Targets  Financial Markets: Zero Day Hashes Released,root9b,https://app.box.com/s/g55oxdd3q63hyngbjm4fbipfct94wrye,3bda90269f9a49360befe7f9a00f832c57af89c2,05/10/2015,2015
Cylance SPEAR Team_ A Threat Actor Resurfaces,Cylance Spear Team: A Threat Actor Resurfaces,Cylance,https://app.box.com/s/ma0qrrczbji4grvjbezpeugf3gru084x,2c19d922bfa84a0205d9142124caaa51dc2021f5,05/13/2015,2015
wp-operation-tropic-trooper,Operation Tropic Trooper: Relying On Tried-And-Tested Flaws To Infiltrate Secret Keepers,Trend Micro,https://app.box.com/s/h3xtomk798hufzzqxnhn2kjmvt6yrcxh,93b3ec0cec9636d7815424be3030ae54c2eb79b5,05/14/2015,2015
CmstarDownloader_Lurid_Enfal_Cousin,Cmstar Downloader: Lurid And Enfal's New Cousin,Palo Alto,https://app.box.com/s/67esnb1ppzsgyo3mm5es3zs8khtf3rpe,155c112f73a973ecf710fab5caa6434212275d81,05/18/2015,2015
oil-tanker-en,Operation Oil Tanker: The Phantom Menace,Pandalabs,https://app.box.com/s/xrwk7gqk44dp89fioubewttrw8a88im1,538701feeead706e34d24cf2b831071ac2f600cb,05/19/2015,2015
TheNaikonAPT-MsnMM2,The Msnmm Campaigns: The Earliest Naikon APT Campaigns,Kaspersky,https://app.box.com/s/nbtyzfb5j5x9d2qznmj3bzcpa2e8kezj,b91ed59b5aea02b712f1ea974fb4cf171ea8ba44,05/21/2015,2015
Dissecting-LinuxMoose,Dissecting Linux/Moose: The Analysis Of A Linux Router-Based Worm Hungry For Social Networks,ESET,https://app.box.com/s/38tsu5p4cc9kevuiiaxrptw3wrgksguk,198195bf91a009bdf666d630230d86b7b1d60bb9,05/26/2015,2015
ANALYSIS-ON-APT-TO-BE-ATTACK-THAT-FOCUSING-ON-CHINAS-GOVERNMENT-AGENCY-,Analysis On APT-To-Be Attack That Focusing On China's Government Agency,Antiy CERT,https://app.box.com/s/zeacvn2ae7aunrlsfjm8kbt4nbf6yn0z,42917d2bb4535fc6369cdd68bf82b7e7d28ebadf,05/27/2015,2015
Grabit,Grabit And The Rats,Kaspersky,https://app.box.com/s/x7jlktifxatv3oam1altle8km1xwju7b,4855ba957702d0393cb7ade531b46625426d9192,05/28/2015,2015
OceanLotusReport,Oceanlotus,SkyEye,https://app.box.com/s/fapwtkrudntz5po7c4u34l54j0vys9po,98e849a6be7fb956f5b17a183a2e00048f3bab25,05/29/2015,2015
Thamar-Reservoir,An Iranian Cyber-Attack Campaign Against Targets In The Middle East,Clearsky,https://app.box.com/s/mf27ius5sdlorh8nl4h4fr643g2i9orb,a0c391fec9b1faa80a0c713bd6aa37a7129adda7,06/03/2015,2015
BlueTermite_Japan,Blue Termite (Internet Watch),Kaspersky,https://app.box.com/s/0qhbl4o5adpf8fhdun7kp6cfz4ql3rdj,fee0f49a312915de5c41ebdd1eaf8aefacde1eaf,06/04/2015,2015
duqu2_crysys,Duqu 2.0: A Comparison To Duqu ,CrySyS Lab,https://app.box.com/s/yfoqrf6r0i0ih38pl0bmtud3ke0e6vhf,6c4fcf640dfbedbdddb724e69d0ed84319b0cf6e,06/10/2015,2015
The_Mystery_of_Duqu_2_0_a_sophisticated_cyberespionage_actor_returns,The Duqu 2.0 Technical Details,Kaspersky,https://app.box.com/s/9bejel60h3doxinwxdfyhig5nsqz05ga,fe05831d3dc661e418f969045f0087ba642fb27b,06/11/2015,2015
The Naikon APT - Securelist,"The Naikon APT: Tracking Down Geo-Political Intelligence Across APAC, One Nation At A Time",Kaspersky,https://app.box.com/s/zuyuhxayshyuaypjoxfm0nu8d5tivqih,af489e7e52483efe28d8f20f15be5d1dbae62a55,06/15/2015,2015
Targeted-Attacks-against-Tibetan-and-Hong-Kong-Groups-Exploiting-CVE-2014-4114,Target Attacks Against Tibetan And Hong Kong Groups Exploiting CVE-2014-4114 ,Citizen Lab,https://app.box.com/s/ma7v20ug1ij6dv1bxmb2qn69hgnr5nck,154083bd059ac6bb001e247f7e03d6189fa93362,06/15/2015,2015
unit42-operation-lotus-blossom,Operation Lotusblossom,Palo Alto,https://app.box.com/s/xhn6ru62qqom1kuxoe3mxnqrtb1sqw2q,3bcbddd61cc7df02fad5bdc692e956bac590fe98,06/16/2015,2015
winnti_pharmaceutical,Games Are Over: Winnti Is Now Targeting Pharmaceutical Companies,Kaspersky,https://app.box.com/s/f090ea4pi40hoaxe6otzfw7yl65ylw6y,8b870691f84547afc34c08c494f92a21f6d1dc3e,06/22/2015,2015
UnFIN4ished_Business_pwd,Unfin4Ished Business,PWC,https://app.box.com/s/7ep6vyqosrj2b26t6udv30jjdevkpv6f,5414153144f453be553af09c69bb1300c7678f79,06/24/2015,2015
ESET_Dino_French,Dino: The Latest Spying Malware From An Allegedly French Espionage Group Analyzed,ESET,https://app.box.com/s/wavmm2zrlt4n1jri8byn31b9fb1wo35i,fdf388b793a73c47a7caab35a5c4645c83c0931a,06/30/2015,2015
WildNeutron_Economic_espionage,Wild Neutron _ Economic Espionage Threat Actor Returns With New Tricks,Kaspersky,https://app.box.com/s/anoc1ews8p5jil4pewlafksf3d4oym5x,a73fcc0ce6923f3a6ce537ec8214cb7b539fe343,07/08/2015,2015
butterfly-corporate-spies-out-for-financial-gain,Butterfly: Corporate Spies Out For Financial Gain,Symantec,https://app.box.com/s/e8hbsm0zsrjryz3suwvutn1zjfpugwak,bf41e63f1493152c0d82f2b800099fc4170ea9f1,07/09/2015,2015
Forkmeiamfamous_SeaDuke,"""Forkmeiamfamous"": Seaduke, Latest Weapon In The Duke Armory",Symantec,https://app.box.com/s/kse3c1yd5gqku9e2nfmsny7gp99zlgu4,006d625ab23c5f9d849608506c77d45afec4c720,07/13/2015,2015
MiniDionis_CozyCar_Seaduke,Tracking Minidionis: Cozycar's New Ride Is Related To Seaduke,Palo Alto,https://app.box.com/s/s29hmikrmmik5v7eumpb4tipkdlyqhjl,d2e6c0c6d2e8dc72677482b8b4271568a3b2a9b9,07/14/2015,2015
WateringHole_Aerospace_CVE-2015-5122_IsSpace,Watering Hole Attack On Aerospace Firm Exploits CVE-2015-5122 To Install Isspace Backdoor,Palo Alto,https://app.box.com/s/8izjpumhif40wt5jzbe6yej6j1sewt0b,13feea5bb8a1f837e3772daf151e343086061f6a,07/20/2015,2015
China_Peace_Palace,China Hacks The Peace Palace: All Your Eez's Are Belong To Us,ThreatConnect,https://app.box.com/s/yso9235awisw1dmjh8dyqpi5r9nokzcx,4aa116bc762a0e2ac8ad635799c2a1acc49de6c4,07/20/2015,2015
Duke_cloud_Linux,Duke APT Group's Latest Tools: Cloud Services And Linux Support,F-Secure,https://app.box.com/s/4oehib8xu2boak3hd72sh1f9ka9gwwh7,8ee4f88f4734adc592190027018a461471e8204a,07/22/2015,2015
apt29-hammertoss-stealthy-tactics-define-a,Hammertoss: Stealthy Tactics Define A Russian Cyber Threat Group,FireEye,https://app.box.com/s/xqp6s3fb8w65f6mkm1zc89ftrl8lyfw7,05763e7c36f1120b89cedba2c39ab4680b8ba28f,07/27/2015,2015
the-black-vine-cyberespionage-group,The Black Vine Cyberespionage Group,Symantec,https://app.box.com/s/0ahidgtzecyx94hgvxoai9kmu5r6yw49,758520009778853bd186c8527b1cd73ee373ca36,07/28/2015,2015
Operation-Potao-Express_final_v2,Operation Potao Express: Analysis Of A Cyber-Espionage Toolkit,ESET,https://app.box.com/s/hji6y2fi3nwqbd8mtx6kiy6yckizwq2w,18e19f0aa8caf36fbb424ab650f87bb192d3434a,07/31/2015,2015
NATO_CCDCOE_CyberWarinPerspective_full_book(08-03-2015),Cyber war in perspective: Russian aggression against Ukraine,NATO,https://app.box.com/s/tnk1sw3cv0k0semcc9o275tjm5iliz45,d45c5b2614aedcd2eafcd7bd20ab7568f001be5b,08/03/2015,2015
Terracotta-VPN-Report-Final-8-3,RSA Research Terracotta VPN: Enabler Of Advanced Threat Anonymity,RSA,https://app.box.com/s/cx1sjzb1q7slnjho5n1n0iuc7y9om2ll,e820638a0c4690636ebac596e0bbc040308aa040,08/04/2015,2015
ThreatGroup-3390,Threat Group-3390 Targets Organizations For Cyberespionage,Dell Secureworks,https://app.box.com/s/6j0fm3yepzf11engl7t213zltahujorc,060957bd034772155905e49648e869f2bfc0adfb,08/05/2015,2015
Kaspersky_Report_Darkhotel_2015(08-10-2015),Darkhotel's attacks in 2015 ,Kaspersky,https://app.box.com/s/fu1lu7lza8h4znv76a5dqlrjubapxw92,034b5ef9a0a81222ce6fec74f19884af4d02353e,08/10/2015,2015
ESET_Carbanak-packing-new-guns(09-08-2015),Carbanak is packing new guns,ESET,https://app.box.com/s/h1dn7d6ptcpwjbcfj468fy5201ev4bbz,608cb9d67d1afa94db103e549c2442e5e9fc7788,09/08/2015,2015
F-Secure_TheDukes_whitepaper(9-17-15),THE DUKES: 7 years of Russian cyberespionage,F-Secure,https://app.box.com/s/ipsg0t3krs811gesknvxrdsqhsknbydj,c02195e501548fc9b8e2e13673a7e12e1af9e207,09/17/2015,2015
Secureworks_HackerGroup-Creates-Network-Fake-LinkedIn-Profiles(10-07-2015),Hacker Group Creates Network of Fake LinkedIn Profiles,Secureworks,https://app.box.com/s/w32vcrjpq3fj0fg0t8c5gwmy0olwnmnd,36fdb5f263a2abc93ab50d345d3626aded73050e,10/07/2015,2015
CitizenLab_Mapping-FinFishers-Continuing-Proliferation(Oct-15-15),Pay No Attention to the Server Behind the Proxy: Mapping FinFisher's Continuing Proliferation,Citizen Lab,https://app.box.com/s/46ab2f2m26oaqu7r2kflfig8ni686gcl,26840a8fbda17c1ae5bcb6198914ebf5e45308b2,10/15/2015,2015
Checkpoint_rocket-kitten-report(Nov-9-2015),Rocket Kitten: A Campaign With 9 Lives,Checkpoint,https://app.box.com/s/vhe51fr5m6kqqzbkkcuukta6nucn9p6a,523ae1be152df2a4d1de51ee2b3e7f23cad62628,11/09/2015,2015
Microsoft_Security_Intelligence_Report_Volume_19_English(11-16-2015),Microsoft Security Intelligence Report (Volume 19),Microsoft,https://app.box.com/s/qjvx7sdbo7cufb5b8putfyqn8ku82xq2,666a7931d4fc2466852e0676e318391a23aec1d1,11/16/2015,2015
RSA_Peering-Into-GlassRAT-final(Nov-23-15),PEERING INTO GLASSRAT: A Zero Detection Trojan from China,RSA,https://app.box.com/s/3jg797vagekvf1xjyz1j49esdhm4fmjs,1d72a50b38ee4b5f57684726cef957f61ae6d2f2,11/23/2015,2015
Symantec_Iran-based-attackers-use-back-door-threats-to-spy-on-Middle-Eastern-targets(Dec-7-2015),Iran-based attackers use back door threats to spy on Middle Eastern targets,Symantec,https://app.box.com/s/oeix6b4jcwdkwyrzq35brtmq2ktoyxnw,80895c0883dfdaef757aba108e5b92fec65cf091,12/07/2015,2015
Kaspersky_Evolution-of-Cyber-Threats-in-the-Corporate-Sector(Dec-10-2015),Evolution of Cyber Threats in the Corporate Sector,Kaspersky,https://app.box.com/s/ql84nxbrheluzhi3bt7k48damnuz00u5,75c2325f529d34155445af6a82bb22ec4277a80f,12/10/2015,2015
Fidelis_FTA_1020_Fidelis_Inocnation_FINAL(Dec-16-15),Dissecting the Malware Involved in the INOCNATION Campaign,Fidelis,https://app.box.com/s/dl6izicyky1x946ueo77nn2w8c5jxgm3,e10651d3a6223055e95464f0023b549cdf7ca00c,12/16/2015,2015
PaloAlto_BBSRAT-Attacks-Targeting-Russian-Organizations-Linked-to-Roaming-Tiger(Dec-22-15),BBSRAT Attacks Targeting Russian Organizations Linked to Roaming Tiger,Palo Alto,https://app.box.com/s/noqd4tec6z6nfv8w4z48vzvwfo3goegl,e9de634545c873b0999728df361b28fae9536dc2,12/22/2015,2015
PWC_ELISE- Security-Through-Obesity(Dec-23-15),ELISE: Security Through Obesity,PWC,https://app.box.com/s/xjjieg8w489osjfp4jk7vgum37a6ibro,7baa3b39f072e82717aa554f3434863f7e9edd1f,12/23/2015,2015
ESET_BlackEnergy-by-the-SSHBearDoor(Jan-3-16),BlackEnergy by the SSHBearDoor: attacks against Ukrainian news media and electric industry,ESET,https://app.box.com/s/uo31npu9sese34f1ppggmrug48x7rlqp,8bcb1743d4a9ddbbc6daf063dca8c8107baed218,01/03/2016,2016
Clearsky_Operation-DustySky_TLP_WHITE(Jan-7-2016),Operation Dusty Sky,Clearsky,https://app.box.com/s/cydpeasz6l8cv9oo99o4tpazd5tq4xkm,9b7bf2d6c4a10dac7483c618562e701f42c1dc32,01/07/2016,2016
Clearsky_Operation-DustySky-indicators(Jan-7-2016),Operation Dusty Sky (indicators),Clearsky,https://app.box.com/s/5iym3huegu3ssaejl0rr268sr7qy6seb,1acdc7b846d53b582075ea4a3c5ba64bbbf10e81,01/07/2016,2016
Arbor_Uncovering-the-Seven-Pointed-Dagger(Jan-11-16),Uncovering the Seven Pointed Dagger,Arbor Networks,https://app.box.com/s/z1uanuv1vn3vw5iket1r6bqrmlra0gpn,37584381a0a0c2d566b8ce13965ffa7226cdaa71,01/11/2016,2016
Cisco_Needles-in-a-Haystack(Jan-14-16),RESEARCH SPOTLIGHT: NEEDLES IN A HAYSTACK,Cisco,https://app.box.com/s/6tlgwpp0u2lzahlrhtymkp2nnbtd421f,b0e8168b58ee221655df862460e305841c86f16c,01/14/2016,2016
PaloAlto_Scarlet-Mimic(Jan-24-16),Scarlet Mimic,Palo Alto,https://app.box.com/s/zhour42vz6sxf7aws3oj70i1rd5ib8kx,9a7bd4348f8ad97d5440d287b81382d47f71d954,01/24/2016,2016
Kaspersky_BlackEnergy-APT-Attacks-in-Ukraine-employ-spearphishing-with-Word-documents(Jan-28-16),BlackEnergy APT Attacks in Ukraine employ spearphishing with Word documents,Kaspersky,https://app.box.com/s/igygz8ihex1hok5r1dp215ui0gz1ghwr,5780a1382be59719a980376feb783590e422b1aa,01/28/2016,2016
PaloAlto_Emissary-Trojan-Changelog-Did-Operation-Lotus-Blossom-Cause-It-to-Evolve(Feb-03-16),Emissary Trojan Changelog: Did Operation Lotus Blossom Cause It To Evolve,Palo Alto,https://app.box.com/s/oyqcfzoa1hfq5evuymj5bqfitkqlfp4v,31c81ceafb1de9c731e7e003e3a638b9841a78e4,02/03/2016,2016
PaloAlto_T9000-Advanced-Modular-Backdoor-Uses-Complex-Anti-Analysis-Techniques(Feb-04-16),T9000: Advanced Modular Backdoor Uses Complex Anti Analysis Techniques,Palo Alto,https://app.box.com/s/u9eldsgol20dmuw0nljeqo9nlw4r9ms7,62df4dd012589910b6be8df92f23e231c493772a,02/04/2016,2016
PaloAlto_Attack-on-French-Diplomat-Linked-to-Operation-Lotus-Blossom(Feb-08-16),Attack On French Diplomat Linked To Operation Lotus Blossom,Palo Alto,https://app.box.com/s/cbxo6pdyf8xua2eg5dn44ni47wbs0le0,777fc2e7355924588a27d693cdfcc31bcf8ec76b,02/08/2016,2016
ICIT-Brief-Know-Your-Enemies-2.0(02-08-2016),Know Your Enemies 2.0: A Primer on Advanced Persistent Threat Groups,ICIT,https://app.box.com/s/kj9eyf73oh2hi8zum6a8lygzqb5jhsm7,6cc38d03649b53205ea47fad7672a39480be93ab,02/08/2016,2016
Kaspersky_Poseidon-Group(Feb-09-16),Poseidon Group,Kaspersky,https://app.box.com/s/94ct7ny9breqnyhdwmcyv982w9qj2rxi,3a2dc9b54f9c5047df5162590c51e51b3392e86c,02/09/2016,2016
PaloAlto_A-Look-Into-Fysbis-Sofacys-Linux-Backdoor(Feb-12-16),A Look Into Fysbis: Sofacy's Linux Backdoor,Palo Alto,https://app.box.com/s/2x3mrik225skob8rxd50rp63wlq0fp6v,6b6c4552509612cec438d34e58908e166b005238,02/12/2016,2016
Cylance_Op_Dust_Storm_Report(Feb-23-2016),Operation Duststorm,Cylance,https://app.box.com/s/dt9mscechq7heg83z7vgujp5ujjzd97c,606f656561781dba6fdef666ece6a0cc24709f01,02/23/2016,2016
Novetta_Operation-Blockbuster-Report(Feb-24-2016),Operation Blockbuster,Novetta,https://app.box.com/s/rhn69xecfqe8k2abwmn43ilmd59y1we0,29d015e736a3012277f84f1b1bedc9bcac060648,02/24/2016,2016
Bluecoat_FROM_SEOUL_TO_SONY(2-24-16), FROM SEOUL TO SONY: THE HISTORY OF THE DARKSEOUL GROUP AND THE SONY INTRUSION MALWARE DESTOVER,Bluecoat,https://app.box.com/s/xyyord0b806e6or2nh92coxw2areyyx4,5ec7109b992643aabb83ba6187230e3033699875,02/24/2016,2016
Proofpoint_operation-transparent-tribe-threat-insight-en(Mar-01-16),Operation Transparent Tribe,Proofpoint,https://app.box.com/s/2terwf3c3e8iunw8v7kj83p2zw44nns2,f21f1f6da5cc09b6e5542606d66f2ecd68e45abc,03/01/2016,2016
TheCitizenLab_Shifting-Tactics-Tracking-changes-in-years-long-espionage-campaign-against-Tibetans(Mar-10-16),Shifting Tactics Tracking Changes In Years Long Espionage Campaign Against Tibetans,Citizen Lab,https://app.box.com/s/wb0vzmvsgude6yby0d5bn02cxebuuvhc,e39432b344d29121ec4bcb658ef5292f2416a05a,03/10/2016,2016
Symantec_Suckfly-Revealing-the secret-life-of-your-code-signing-certificates(Mar-15-16),Suckfly: Revealing the secret life of your code signing certificates,Symantec,https://app.box.com/s/p3tmorslyk9q1s3s6eul4xa4148o6fp2,4ff503930f8fd317739ca0db9c81c7d636335597,03/15/2016,2016
PWC_Taiwan-Presidential-Election-A-Case-Study-on-Thematic-Targeting(Mar-17-2016),Taiwan Presidential Election: A Case Study on Thematic Targeting,PWC,https://app.box.com/s/lyradpx3h7eic3dyiz33ufiia0wj7otn,b039fa56126220d8df26a5ad6853a884bd76581e,03/17/2016,2016
Arbor_The-Four-Element-Sword-Engagement(4-13-16),The Four Element Sword Engagement,Arbor,https://app.box.com/s/19ghms2qz9raaquoxu2bh3paoqyx545r,e7c914466713e7e74fcc1338398a1340464e63bc,04/13/2016,2016
TheCitizenLab_Between-Hong-Kong-and-Burma_Tracking-UP007-and-SLServer-Espionage-Campaigns(4-18-16),Between Hong Kong and Burma: Tracking UP007 and SLServer Espionage Campaign,Citizen Lab,https://app.box.com/s/goyec2m2zwl5fi4sv3ayzwhudcfly1lv,bbe1b72cdd7e601d5f701b5e4a03a71b776fc7fa,04/18/2016,2016
TrendMicro_NetherlandsCyberAttack(04-21-2016),Looking Into a Cyber-Attack Facilitator in the Netherlands,Trend Micro,https://app.box.com/s/ub5txv2ky12s7kuuv7d1vzqvkympepaq,1b9a9fd865cc671ceef94c0ddcfbe8bb99fdc182,04/21/2016,2016
TrendMicro_NetherlandsCyberAttack_Appendix(04-21-2016),Looking Into a Cyber-Attack Facilitator in the Netherlands (Appendix),Trend Micro,https://app.box.com/s/1vjcdqrpcvtb5fqfehk3ehxj6qh8eaf0,25509ab2f9468a0a89bd62750b3549ab32d48b1a,04/21/2016,2016
Cylance_The_Ghost_Dragon(04-22-2016),The Ghost Dragon,Cylance,https://app.box.com/s/xr1ykgout1c9ho5rotpop09smkawg5me,8c629cb675335784dd319ac0f47822274b5d7858,04/22/2016,2016
BAESystems_SSA-Two-bytes-to-951m(04-25-2016),Two Bytes to $951M,BAE Systems,https://app.box.com/s/49t6zpzjln2vvm2npdnzwtr0hkrxq37v,0387df8bdfbe771ec7ee80715c58afac76266a0e,04/25/2016,2016
Microsoft_Targeted-attacks-in-South-and-Southeast-Asia(Apr-26-16),PLATINUM Targeted attacks in South and Southeast Asia,Microsoft,https://app.box.com/s/ursk78m124t1lagjnu2862kumrnoshcp,ffe1ab81dc16f38930659c5ec9f6f8f9ebdf7d35,04/26/2016,2016
Fidelis_Turbo-Twist-Two-64-bit-Derusbi-Strains-Converge(May-2-16),Turbo Twist: Two 64-bit Derusbi Strains Converge,Fidelis,https://app.box.com/s/ex6wh2qsg1c29sob6f70x1q6eoe3v64w,5ba6ec70bf70a31f8d61d408be83d3a999d9beee,05/02/2016,2016
PaloAlto_PrinceofPersiaInfyMalware(05-02-2016),Prince of Persia: Infy Malware Active In Decade of Targeted Attacks,Palo Alto,https://app.box.com/s/zkjmru7uknf1p90mqn81ycf867le78tn,bd91ba55a44f3288be1483e8d160e2910e1eed21,05/02/2016,2016
PwC_Exploring_CVE-2015-2545(05-06-2016),Exploring CVE-2015-2545 and its users,PWC,https://app.box.com/s/g9pew9ajkp259c2t99mh4xspsev61hgm,2b7257511cc403a0a5f9d306663fbbe6c7c1c797,05/06/2016,2016
Fox-IT_mofang_threatreport_tlp-white(05-17-2016),Mofang: A politically motivated information stealing adversary,Fox-IT,https://app.box.com/s/p2oftago51ohnku082ztx1kbvaa1lxps,ffa66796bd7c7f077c31285e6563ccb522b7e9b1,05/17/2016,2016
ESET_Operation-Groundbait(5-17-16),Operation Groundbait:Analysis of a surveillance toolkit,ESET,https://app.box.com/s/hq5t0xjxxbkeulf942ufeiyf3k4zq9b6,5938181ed1aec8281f229581f38f37f78eb24821,05/17/2016,2016
Symantec_Indian-organizations-targeted-in-Suckfly-attacks(5-17-16),Indian organizations targeted in Suckfly attacks,Symantec,https://app.box.com/s/nekeu5y0v2yk4rdwpuq8y1ahyyuaduen,fbf36d88f19b64802a9b1e31e7b8554b8e33be37,05/17/2016,2016
TrendMicro_Operation-C-Major_blog(5-18-16),Operation C-Major Actors Also Used Android BlackBerry Mobile Spyware Against Targets,Trend Micro,https://app.box.com/s/xua6557tccyx7h0ksmjnu8u5bra3z15n,d4203fd526a2ba2714bc19f62e24e8ef91806b1a,05/18/2016,2016
FireEye_Targeted-Attacks-against-Banks-in-the-Middle-East(5-23-16),Targeted Attacks against Banks in the Middle East,FireEye,https://app.box.com/s/43ovij7jz7isl93tow4s3f89yhuiwu4e,66abb93ddb5a1e2dc75b1d8db5c97417200c3996,05/23/2016,2016
GovCERTch_Report_Ruag_Espionage_Case(5-23-16),APT Case RUAG Technical Report,GovCERT.ch,https://app.box.com/s/rabwkf8pmoxndj0n0nlktvc2eti2381k,dbee63b0f8cd29139b4d12b867e3a80de139c0df,05/23/2016,2016
